"","Var1","Var2","value"
"840","word_freq_over","word_freq_make",0.0596743381201608
"841","word_freq_make","word_freq_over",0.0596743381201608
"842","word_freq_direct","word_freq_george",0.0596545104245899
"843","word_freq_george","word_freq_direct",0.0596545104245899
"844","capital_run_length_total","word_freq_hpl",-0.0596014908602793
"845","word_freq_hpl","capital_run_length_total",-0.0596014908602793
"846","word_freq_re","word_freq_business",-0.0595653638963205
"847","word_freq_business","word_freq_re",-0.0595653638963205
"848","word_freq_free","word_freq_make",0.0593856534426501
"849","word_freq_make","word_freq_free",0.0593856534426501
"850","word_freq_hp","word_freq_people",-0.0593610970480625
"851","word_freq_people","word_freq_hp",-0.0593610970480625
"852","word_freq_money","word_freq_over",0.0593294265808547
"853","word_freq_over","word_freq_money",0.0593294265808547
"854","word_freq_650","word_freq_receive",-0.0590171942418607
"855","word_freq_receive","word_freq_650",-0.0590171942418607
"856","word_freq_credit","word_freq_over",0.0589791626022862
"857","word_freq_over","word_freq_credit",0.0589791626022862
"858","word_freq_cs","word_freq_your",-0.058967338152982
"859","word_freq_your","word_freq_cs",-0.058967338152982
"860","char_freq_Hash","word_freq_hp",0.058779707788195
"861","word_freq_hp","char_freq_Hash",0.058779707788195
"862","char_freq_semic","word_freq_your",-0.0586599928054513
"863","word_freq_your","char_freq_semic",-0.0586599928054513
"864","word_freq_1999","word_freq_labs",0.0584556717411843
"865","word_freq_labs","word_freq_1999",0.0584556717411843
"866","char_freq_exclamationMark","word_freq_make",0.0582919968439266
"867","word_freq_make","char_freq_exclamationMark",0.0582919968439266
"868","word_freq_labs","word_freq_remove",-0.0581006411338131
"869","word_freq_remove","word_freq_labs",-0.0581006411338131
"870","word_freq_labs","word_freq_free",-0.0580758874208706
"871","word_freq_free","word_freq_labs",-0.0580758874208706
"872","word_freq_meeting","word_freq_hpl",0.0580591834900775
"873","word_freq_hpl","word_freq_meeting",0.0580591834900775
"874","char_freq_dollarSign","word_freq_technology",-0.0579333059585064
"875","word_freq_technology","char_freq_dollarSign",-0.0579333059585064
"876","word_freq_edu","word_freq_business",-0.0579146311785515
"877","word_freq_business","word_freq_edu",-0.0579146311785515
"878","char_freq_dollarSign","word_freq_internet",0.0579104446138392
"879","word_freq_internet","char_freq_dollarSign",0.0579104446138392
"880","word_freq_lab","word_freq_all",-0.0577256745997664
"881","word_freq_all","word_freq_lab",-0.0577256745997664
"882","word_freq_1999","word_freq_over",-0.0574652810478189
"883","word_freq_over","word_freq_1999",-0.0574652810478189
"884","word_freq_1999","word_freq_make",-0.057312093590162
"885","word_freq_make","word_freq_1999",-0.057312093590162
"886","word_freq_george","word_freq_internet",-0.0571887019299091
"887","word_freq_internet","word_freq_george",-0.0571887019299091
"888","word_freq_edu","word_freq_order",-0.0568169869642164
"889","word_freq_order","word_freq_edu",-0.0568169869642164
"890","word_freq_mail","word_freq_remove",0.0568086897892082
"891","word_freq_remove","word_freq_mail",0.0568086897892082
"892","word_freq_650","word_freq_order",-0.0567639475817237
"893","word_freq_order","word_freq_650",-0.0567639475817237
"894","word_freq_edu","word_freq_all",-0.0566548137876664
"895","word_freq_all","word_freq_edu",-0.0566548137876664
"896","capital_run_length_total","word_freq_lab",-0.056628135619006
"897","word_freq_lab","capital_run_length_total",-0.056628135619006
"898","word_freq_415","word_freq_will",-0.0565885841410065
"899","word_freq_will","word_freq_415",-0.0565885841410065
"900","capital_run_length_total","word_freq_meeting",-0.0565113875471855
"901","word_freq_meeting","capital_run_length_total",-0.0565113875471855
"902","word_freq_technology","word_freq_order",-0.056269900283499
"903","word_freq_order","word_freq_technology",-0.056269900283499
"904","word_freq_addresses","word_freq_our",0.056176562776689
"905","word_freq_our","word_freq_addresses",0.056176562776689
"906","word_freq_edu","word_freq_remove",-0.0561655710833379
"907","word_freq_remove","word_freq_edu",-0.0561655710833379
"908","word_freq_money","word_freq_receive",0.0560685921898187
"909","word_freq_receive","word_freq_money",0.0560685921898187
"910","word_freq_pm","word_freq_hpl",0.0559683289957621
"911","word_freq_hpl","word_freq_pm",0.0559683289957621
"912","word_freq_857","word_freq_will",-0.05583730587835
"913","word_freq_will","word_freq_857",-0.05583730587835
"914","word_freq_85","word_freq_free",-0.0558252593902067
"915","word_freq_free","word_freq_85",-0.0558252593902067
"916","word_freq_business","word_freq_free",0.055752732698367
"917","word_freq_free","word_freq_business",0.055752732698367
"918","word_freq_you","word_freq_address",-0.0554760182063298
"919","word_freq_address","word_freq_you",-0.0554760182063298
"920","word_freq_business","word_freq_will",0.0554086428277466
"921","word_freq_will","word_freq_business",0.0554086428277466
"922","word_freq_000","word_freq_free",0.0553975799016041
"923","word_freq_free","word_freq_000",0.0553975799016041
"924","capital_run_length_total","char_freq_semic",0.055298419951222
"925","char_freq_semic","capital_run_length_total",0.055298419951222
"926","word_freq_85","word_freq_business",-0.0552403685301672
"927","word_freq_business","word_freq_85",-0.0552403685301672
"928","char_freq_openBracket","word_freq_receive",-0.0550885247701143
"929","word_freq_receive","char_freq_openBracket",-0.0550885247701143
"930","char_freq_Hash","char_freq_semic",0.0550570212571528
"931","char_freq_semic","char_freq_Hash",0.0550570212571528
"932","word_freq_1999","word_freq_money",-0.0550133322717311
"933","word_freq_money","word_freq_1999",-0.0550133322717311
"934","word_freq_meeting","word_freq_over",-0.0548119487441022
"935","word_freq_over","word_freq_meeting",-0.0548119487441022
"936","word_freq_data","word_freq_all",-0.0547587583829197
"937","word_freq_all","word_freq_data",-0.0547587583829197
"938","char_freq_dollarSign","word_freq_original",-0.0546978863669283
"939","word_freq_original","char_freq_dollarSign",-0.0546978863669283
"940","word_freq_technology","word_freq_make",-0.0546734081183452
"941","word_freq_make","word_freq_technology",-0.0546734081183452
"942","char_freq_exclamationMark","word_freq_1999",-0.0545783481200898
"943","word_freq_1999","char_freq_exclamationMark",-0.0545783481200898
"944","word_freq_george","word_freq_people",-0.054467199003894
"945","word_freq_people","word_freq_george",-0.054467199003894
"946","word_freq_meeting","word_freq_mail",-0.0544671786342818
"947","word_freq_mail","word_freq_meeting",-0.0544671786342818
"948","capital_run_length_longest","word_freq_george",-0.0543995623293152
"949","word_freq_george","capital_run_length_longest",-0.0543995623293152
"950","word_freq_85","word_freq_over",-0.0543152188123628
"951","word_freq_over","word_freq_85",-0.0543152188123628
"952","capital_run_length_average","char_freq_exclamationMark",0.0543081041297653
"953","char_freq_exclamationMark","capital_run_length_average",0.0543081041297653
"954","word_freq_over","word_freq_our",0.0540536260064755
"955","word_freq_our","word_freq_over",0.0540536260064755
"956","word_freq_technology","word_freq_remove",-0.0539783113544478
"957","word_freq_remove","word_freq_technology",-0.0539783113544478
"958","word_freq_receive","word_freq_over",0.0538996882160931
"959","word_freq_over","word_freq_receive",0.0538996882160931
"960","char_freq_exclamationMark","word_freq_remove",0.0537057827514286
"961","word_freq_remove","char_freq_exclamationMark",0.0537057827514286
"962","word_freq_re","word_freq_over",-0.0536371211137735
"963","word_freq_over","word_freq_re",-0.0536371211137735
"964","word_freq_re","word_freq_000",-0.0534686361711525
"965","word_freq_000","word_freq_re",-0.0534686361711525
"966","word_freq_project","word_freq_all",-0.0534644573239853
"967","word_freq_all","word_freq_project",-0.0534644573239853
"968","word_freq_labs","word_freq_receive",-0.0534105331324198
"969","word_freq_receive","word_freq_labs",-0.0534105331324198
"970","word_freq_email","word_freq_make",0.0533235331746642
"971","word_freq_make","word_freq_email",0.0533235331746642
"972","word_freq_edu","word_freq_000",-0.0532705910280282
"973","word_freq_000","word_freq_edu",-0.0532705910280282
"974","word_freq_85","word_freq_remove",-0.0532019013869401
"975","word_freq_remove","word_freq_85",-0.0532019013869401
"976","word_freq_hp","word_freq_internet",-0.0530382519331113
"977","word_freq_internet","word_freq_hp",-0.0530382519331113
"978","char_freq_semic","word_freq_cs",0.0530337546274662
"979","word_freq_cs","char_freq_semic",0.0530337546274662
"980","word_freq_hp","word_freq_business",-0.0529769100979114
"981","word_freq_business","word_freq_hp",-0.0529769100979114
"982","word_freq_technology","word_freq_over",-0.0528186887554525
"983","word_freq_over","word_freq_technology",-0.0528186887554525
"984","word_freq_labs","word_freq_make",-0.0527991284932952
"985","word_freq_make","word_freq_labs",-0.0527991284932952
"986","capital_run_length_average","word_freq_our",0.0526622467039619
"987","word_freq_our","capital_run_length_average",0.0526622467039619
"988","word_freq_original","word_freq_business",-0.0526459897528493
"989","word_freq_business","word_freq_original",-0.0526459897528493
"990","word_freq_money","word_freq_000",0.0525869308566269
"991","word_freq_000","word_freq_money",0.0525869308566269
"992","word_freq_telnet","word_freq_george",0.0525485195641624
"993","word_freq_george","word_freq_telnet",0.0525485195641624
"994","word_freq_labs","word_freq_people",-0.0523322891783756
"995","word_freq_people","word_freq_labs",-0.0523322891783756
"996","capital_run_length_longest","word_freq_our",0.0522896152393801
"997","word_freq_our","capital_run_length_longest",0.0522896152393801
"998","char_freq_semic","word_freq_1999",0.0521376721468479
"999","word_freq_1999","char_freq_semic",0.0521376721468479
"1000","word_freq_money","word_freq_mail",0.0521289179046482
"1001","word_freq_mail","word_freq_money",0.0521289179046482
"1002","word_freq_labs","word_freq_our",-0.0520663012777617
"1003","word_freq_our","word_freq_labs",-0.0520663012777617
"1004","word_freq_1999","word_freq_remove",-0.0520352554414178
"1005","word_freq_remove","word_freq_1999",-0.0520352554414178
"1006","word_freq_lab","word_freq_email",-0.0519423652471756
"1007","word_freq_email","word_freq_lab",-0.0519423652471756
"1008","char_freq_openBracket","word_freq_remove",-0.0518847106597456
"1009","word_freq_remove","char_freq_openBracket",-0.0518847106597456
"1010","capital_run_length_longest","word_freq_re",-0.0518575779470075
"1011","word_freq_re","capital_run_length_longest",-0.0518575779470075
"1012","capital_run_length_longest","word_freq_hpl",-0.0518061195966713
"1013","word_freq_hpl","capital_run_length_longest",-0.0518061195966713
"1014","capital_run_length_total","word_freq_your",0.0517969029716642
"1015","word_freq_your","capital_run_length_total",0.0517969029716642
"1016","word_freq_original","word_freq_you",-0.0516356929194602
"1017","word_freq_you","word_freq_original",-0.0516356929194602
"1018","capital_run_length_longest","word_freq_hp",-0.0512063816995106
"1019","word_freq_hp","capital_run_length_longest",-0.0512063816995106
"1020","char_freq_openBracket","word_freq_people",-0.0511512712058035
"1021","word_freq_people","char_freq_openBracket",-0.0511512712058035
"1022","word_freq_free","word_freq_internet",0.051115189539085
"1023","word_freq_internet","word_freq_free",0.051115189539085
"1024","char_freq_exclamationMark","word_freq_money",0.0510759116163932
"1025","word_freq_money","char_freq_exclamationMark",0.0510759116163932
"1026","word_freq_conference","word_freq_your",-0.0509507969853071
"1027","word_freq_your","word_freq_conference",-0.0509507969853071
"1028","word_freq_edu","word_freq_receive",-0.0508960185159789
"1029","word_freq_receive","word_freq_edu",-0.0508960185159789
"1030","word_freq_original","word_freq_your",-0.0508609371228952
"1031","word_freq_your","word_freq_original",-0.0508609371228952
"1032","word_freq_re","word_freq_remove",-0.0508113191402234
"1033","word_freq_remove","word_freq_re",-0.0508113191402234
"1034","word_freq_order","word_freq_remove",0.0507861284394279
"1035","word_freq_remove","word_freq_order",0.0507861284394279
"1036","word_freq_415","word_freq_your",-0.050689763927865
"1037","word_freq_your","word_freq_415",-0.050689763927865
"1038","word_freq_re","word_freq_all",-0.0506641764644205
"1039","word_freq_all","word_freq_re",-0.0506641764644205
"1040","word_freq_650","word_freq_all",-0.0506480413280798
"1041","word_freq_all","word_freq_650",-0.0506480413280798
"1042","word_freq_technology","word_freq_receive",-0.0503730194565987
"1043","word_freq_receive","word_freq_technology",-0.0503730194565987
"1044","word_freq_pm","word_freq_hp",0.0503425463529279
"1045","word_freq_hp","word_freq_pm",0.0503425463529279
"1046","word_freq_cs","word_freq_you",-0.0503284937381949
"1047","word_freq_you","word_freq_cs",-0.0503284937381949
"1048","word_freq_857","word_freq_your",-0.0503040985707194
"1049","word_freq_your","word_freq_857",-0.0503040985707194
"1050","char_freq_dollarSign","word_freq_lab",-0.0502310536683717
"1051","word_freq_lab","char_freq_dollarSign",-0.0502310536683717
"1052","char_freq_dollarSign","word_freq_edu",-0.0501086551337459
"1053","word_freq_edu","char_freq_dollarSign",-0.0501086551337459
"1054","word_freq_650","word_freq_internet",-0.0499878173457527
"1055","word_freq_internet","word_freq_650",-0.0499878173457527
"1056","char_freq_dollarSign","word_freq_free",0.0499527868223565
"1057","word_freq_free","char_freq_dollarSign",0.0499527868223565
"1058","word_freq_meeting","word_freq_000",-0.0498609759740402
"1059","word_freq_000","word_freq_meeting",-0.0498609759740402
"1060","word_freq_85","word_freq_000",-0.049852717369462
"1061","word_freq_000","word_freq_85",-0.049852717369462
"1062","char_freq_openBracket","word_freq_address",-0.0498366771956808
"1063","word_freq_address","char_freq_openBracket",-0.0498366771956808
"1064","word_freq_1999","word_freq_technology",0.049791675104425
"1065","word_freq_technology","word_freq_1999",0.049791675104425
"1066","word_freq_hpl","word_freq_order",-0.0497750681801845
"1067","word_freq_order","word_freq_hpl",-0.0497750681801845
"1068","word_freq_85","word_freq_our",-0.0497317489672048
"1069","word_freq_our","word_freq_85",-0.0497317489672048
"1070","word_freq_re","word_freq_hp",0.0496761210808586
"1071","word_freq_hp","word_freq_re",0.0496761210808586
"1072","word_freq_meeting","word_freq_remove",-0.0496637807903464
"1073","word_freq_remove","word_freq_meeting",-0.0496637807903464
"1074","word_freq_table","word_freq_report",0.0496467063028435
"1075","word_freq_report","word_freq_table",0.0496467063028435
"1076","word_freq_email","word_freq_business",0.0496303421957298
"1077","word_freq_business","word_freq_email",0.0496303421957298
"1078","word_freq_1999","word_freq_business",-0.0496055289482477
"1079","word_freq_business","word_freq_1999",-0.0496055289482477
"1080","word_freq_hpl","word_freq_credit",-0.0493752119320152
"1081","word_freq_credit","word_freq_hpl",-0.0493752119320152
"1082","char_freq_dollarSign","word_freq_re",-0.0493669320570309
"1083","word_freq_re","char_freq_dollarSign",-0.0493669320570309
"1084","char_freq_exclamationMark","word_freq_original",-0.0493617087442154
"1085","word_freq_original","char_freq_exclamationMark",-0.0493617087442154
"1086","capital_run_length_total","word_freq_pm",-0.0492563249596593
"1087","word_freq_pm","capital_run_length_total",-0.0492563249596593
"1088","word_freq_business","word_freq_people",0.0492181498495507
"1089","word_freq_people","word_freq_business",0.0492181498495507
"1090","word_freq_people","word_freq_receive",0.0492030804588828
"1091","word_freq_receive","word_freq_people",0.0492030804588828
"1092","char_freq_openBracket","char_freq_semic",0.0491241691691602
"1093","char_freq_semic","char_freq_openBracket",0.0491241691691602
"1094","word_freq_your","word_freq_people",0.0490891907471821
"1095","word_freq_people","word_freq_your",0.0490891907471821
"1096","word_freq_original","word_freq_remove",-0.0490788086576407
"1097","word_freq_remove","word_freq_original",-0.0490788086576407
"1098","word_freq_original","word_freq_addresses",0.0490183889301398
"1099","word_freq_addresses","word_freq_original",0.0490183889301398
"1100","word_freq_hp","word_freq_addresses",-0.0489881180058895
"1101","word_freq_addresses","word_freq_hp",-0.0489881180058895
"1102","word_freq_85","word_freq_people",-0.0489823174633874
"1103","word_freq_people","word_freq_85",-0.0489823174633874
"1104","char_freq_dollarSign","word_freq_85",-0.0489472158118662
"1105","word_freq_85","char_freq_dollarSign",-0.0489472158118662
"1106","word_freq_original","word_freq_our",-0.0488787080779419
"1107","word_freq_our","word_freq_original",-0.0488787080779419
"1108","word_freq_technology","word_freq_our",-0.0488438488820635
"1109","word_freq_our","word_freq_technology",-0.0488438488820635
"1110","char_freq_exclamationMark","word_freq_85",-0.0488218436896405
"1111","word_freq_85","char_freq_exclamationMark",-0.0488218436896405
"1112","word_freq_650","word_freq_make",-0.0486797136377413
"1113","word_freq_make","word_freq_650",-0.0486797136377413
"1114","word_freq_lab","word_freq_over",-0.0486727999827418
"1115","word_freq_over","word_freq_lab",-0.0486727999827418
"1116","char_freq_exclamationMark","word_freq_data",-0.0484933588511529
"1117","word_freq_data","char_freq_exclamationMark",-0.0484933588511529
"1118","word_freq_lab","word_freq_remove",-0.0484817058712009
"1119","word_freq_remove","word_freq_lab",-0.0484817058712009
"1120","char_freq_exclamationMark","word_freq_credit",0.0483504822366362
"1121","word_freq_credit","char_freq_exclamationMark",0.0483504822366362
"1122","word_freq_85","word_freq_all",-0.0483347288145635
"1123","word_freq_all","word_freq_85",-0.0483347288145635
"1124","word_freq_receive","word_freq_all",0.0482544707945198
"1125","word_freq_all","word_freq_receive",0.0482544707945198
"1126","word_freq_meeting","word_freq_order",-0.0482230742910518
"1127","word_freq_order","word_freq_meeting",-0.0482230742910518
"1128","word_freq_85","word_freq_will",-0.0481539508950846
"1129","word_freq_will","word_freq_85",-0.0481539508950846
"1130","word_freq_data","word_freq_000",-0.0481331381229301
"1131","word_freq_000","word_freq_data",-0.0481331381229301
"1132","word_freq_labs","word_freq_over",-0.0481270613258497
"1133","word_freq_over","word_freq_labs",-0.0481270613258497
"1134","char_freq_dollarSign","word_freq_data",-0.0481005398005174
"1135","word_freq_data","char_freq_dollarSign",-0.0481005398005174
"1136","word_freq_conference","word_freq_1999",0.0480985848770905
"1137","word_freq_1999","word_freq_conference",0.0480985848770905
"1138","word_freq_hp","word_freq_credit",-0.0480380444308868
"1139","word_freq_credit","word_freq_hp",-0.0480380444308868
"1140","word_freq_1999","word_freq_data",0.0478599075448951
"1141","word_freq_data","word_freq_1999",0.0478599075448951
"1142","word_freq_650","word_freq_money",-0.0478385908997253
"1143","word_freq_money","word_freq_650",-0.0478385908997253
"1144","word_freq_re","word_freq_email",-0.0478377641480487
"1145","word_freq_email","word_freq_re",-0.0478377641480487
"1146","word_freq_pm","word_freq_over",-0.0476188878731152
"1147","word_freq_over","word_freq_pm",-0.0476188878731152
"1148","word_freq_people","word_freq_all",0.0475927742031218
"1149","word_freq_all","word_freq_people",0.0475927742031218
"1150","word_freq_cs","word_freq_our",-0.0475048605757774
"1151","word_freq_our","word_freq_cs",-0.0475048605757774
"1152","char_freq_dollarSign","word_freq_telnet",-0.04747477143788
"1153","word_freq_telnet","char_freq_dollarSign",-0.04747477143788
"1154","word_freq_george","word_freq_money",-0.0474707473873057
"1155","word_freq_money","word_freq_george",-0.0474707473873057
"1156","word_freq_edu","word_freq_free",-0.0474414395650703
"1157","word_freq_free","word_freq_edu",-0.0474414395650703
"1158","word_freq_original","word_freq_free",-0.0474296505777147
"1159","word_freq_free","word_freq_original",-0.0474296505777147
"1160","word_freq_meeting","word_freq_email",-0.0473789223025567
"1161","word_freq_email","word_freq_meeting",-0.0473789223025567
"1162","word_freq_direct","word_freq_all",-0.0470663770594942
"1163","word_freq_all","word_freq_direct",-0.0470663770594942
"1164","word_freq_pm","word_freq_remove",-0.0469780472481703
"1165","word_freq_remove","word_freq_pm",-0.0469780472481703
"1166","word_freq_labs","word_freq_money",-0.0469770763339256
"1167","word_freq_money","word_freq_labs",-0.0469770763339256
"1168","word_freq_technology","word_freq_people",-0.0468605962125862
"1169","word_freq_people","word_freq_technology",-0.0468605962125862
"1170","capital_run_length_total","word_freq_857",-0.0467963343220638
"1171","word_freq_857","capital_run_length_total",-0.0467963343220638
"1172","word_freq_report","word_freq_receive",0.0466872149181735
"1173","word_freq_receive","word_freq_report",0.0466872149181735
"1174","word_freq_85","word_freq_receive",-0.0466746405775322
"1175","word_freq_receive","word_freq_85",-0.0466746405775322
"1176","word_freq_re","word_freq_1999",0.0466393063288754
"1177","word_freq_1999","word_freq_re",0.0466393063288754
"1178","word_freq_lab","word_freq_000",-0.0466355009331531
"1179","word_freq_000","word_freq_lab",-0.0466355009331531
"1180","char_freq_Hash","word_freq_remove",0.0466116347591596
"1181","word_freq_remove","char_freq_Hash",0.0466116347591596
"1182","char_freq_openBracket","word_freq_free",-0.0465783542379322
"1183","word_freq_free","char_freq_openBracket",-0.0465783542379322
"1184","word_freq_technology","word_freq_all",-0.046503796746059
"1185","word_freq_all","word_freq_technology",-0.046503796746059
"1186","word_freq_telnet","word_freq_over",-0.0463826274064181
"1187","word_freq_over","word_freq_telnet",-0.0463826274064181
"1188","capital_run_length_total","word_freq_edu",-0.0463713500953406
"1189","word_freq_edu","capital_run_length_total",-0.0463713500953406
"1190","capital_run_length_total","word_freq_email",0.046364265801184
"1191","word_freq_email","capital_run_length_total",0.046364265801184
"1192","char_freq_openBracket","word_freq_our",-0.0463613045086536
"1193","word_freq_our","char_freq_openBracket",-0.0463613045086536
"1194","word_freq_data","word_freq_people",-0.0463440722106125
"1195","word_freq_people","word_freq_data",-0.0463440722106125
"1196","word_freq_telnet","word_freq_remove",-0.0462796550912321
"1197","word_freq_remove","word_freq_telnet",-0.0462796550912321
"1198","word_freq_lab","word_freq_free",-0.0462550883730652
"1199","word_freq_free","word_freq_lab",-0.0462550883730652
"1200","word_freq_direct","word_freq_addresses",0.0462473302729862
"1201","word_freq_addresses","word_freq_direct",0.0462473302729862
"1202","char_freq_openBracket","word_freq_font",-0.0462441204282982
"1203","word_freq_font","char_freq_openBracket",-0.0462441204282982
"1204","word_freq_credit","word_freq_remove",0.0461340573385317
"1205","word_freq_remove","word_freq_credit",0.0461340573385317
"1206","word_freq_technology","word_freq_money",-0.0460502354380012
"1207","word_freq_money","word_freq_technology",-0.0460502354380012
"1208","word_freq_telnet","word_freq_000",-0.0460492095770297
"1209","word_freq_000","word_freq_telnet",-0.0460492095770297
"1210","capital_run_length_total","word_freq_85",-0.0459630300536307
"1211","word_freq_85","capital_run_length_total",-0.0459630300536307
"1212","capital_run_length_total","word_freq_telnet",-0.0459225661012748
"1213","word_freq_telnet","capital_run_length_total",-0.0459225661012748
"1214","word_freq_re","word_freq_money",-0.0459222346772383
"1215","word_freq_money","word_freq_re",-0.0459222346772383
"1216","word_freq_edu","word_freq_hp",-0.0459161144313362
"1217","word_freq_hp","word_freq_edu",-0.0459161144313362
"1218","word_freq_lab","word_freq_receive",-0.0459159524662584
"1219","word_freq_receive","word_freq_lab",-0.0459159524662584
"1220","capital_run_length_total","word_freq_technology",-0.0457915061772654
"1221","word_freq_technology","capital_run_length_total",-0.0457915061772654
"1222","word_freq_people","word_freq_mail",0.0457365941615013
"1223","word_freq_mail","word_freq_people",0.0457365941615013
"1224","word_freq_re","word_freq_free",-0.0456533454398488
"1225","word_freq_free","word_freq_re",-0.0456533454398488
"1226","word_freq_lab","word_freq_business",-0.0455647353272327
"1227","word_freq_business","word_freq_lab",-0.0455647353272327
"1228","char_freq_openSquareBracket","word_freq_your",-0.0454694780467457
"1229","word_freq_your","char_freq_openSquareBracket",-0.0454694780467457
"1230","char_freq_exclamationMark","word_freq_telnet",-0.0452730210287878
"1231","word_freq_telnet","char_freq_exclamationMark",-0.0452730210287878
"1232","word_freq_font","word_freq_will",-0.0450314965167155
"1233","word_freq_will","word_freq_font",-0.0450314965167155
"1234","char_freq_openSquareBracket","word_freq_will",-0.0449655476448311
"1235","word_freq_will","char_freq_openSquareBracket",-0.0449655476448311
"1236","word_freq_85","word_freq_make",-0.0449536619312101
"1237","word_freq_make","word_freq_85",-0.0449536619312101
"1238","capital_run_length_longest","word_freq_money",0.0448699727310891
"1239","word_freq_money","capital_run_length_longest",0.0448699727310891
"1240","word_freq_money","word_freq_business",0.0448648320197951
"1241","word_freq_business","word_freq_money",0.0448648320197951
"1242","word_freq_lab","word_freq_order",-0.0448395002870546
"1243","word_freq_order","word_freq_lab",-0.0448395002870546
"1244","char_freq_Hash","word_freq_mail",0.044829596828054
"1245","word_freq_mail","char_freq_Hash",0.044829596828054
"1246","char_freq_dollarSign","char_freq_openBracket",0.0447218859236559
"1247","char_freq_openBracket","char_freq_dollarSign",0.0447218859236559
"1248","word_freq_internet","word_freq_remove",0.0445454552530832
"1249","word_freq_remove","word_freq_internet",0.0445454552530832
"1250","capital_run_length_total","word_freq_415",-0.0445287088941751
"1251","word_freq_415","capital_run_length_total",-0.0445287088941751
"1252","char_freq_dollarSign","word_freq_pm",-0.0445131398617208
"1253","word_freq_pm","char_freq_dollarSign",-0.0445131398617208
"1254","capital_run_length_average","word_freq_make",0.0444908619258407
"1255","word_freq_make","capital_run_length_average",0.0444908619258407
"1256","word_freq_pm","word_freq_857",0.0444626623000013
"1257","word_freq_857","word_freq_pm",0.0444626623000013
"1258","word_freq_000","word_freq_report",0.044353729261725
"1259","word_freq_report","word_freq_000",0.044353729261725
"1260","word_freq_original","word_freq_all",-0.0443248269191783
"1261","word_freq_all","word_freq_original",-0.0443248269191783
"1262","char_freq_semic","word_freq_you",-0.0443140362970988
"1263","word_freq_you","char_freq_semic",-0.0443140362970988
"1264","word_freq_pm","word_freq_415",0.0439151741489952
"1265","word_freq_415","word_freq_pm",0.0439151741489952
"1266","word_freq_your","word_freq_report",0.0438539003507558
"1267","word_freq_report","word_freq_your",0.0438539003507558
"1268","word_freq_telnet","word_freq_free",-0.0437138291313513
"1269","word_freq_free","word_freq_telnet",-0.0437138291313513
"1270","word_freq_re","word_freq_credit",-0.0437081057538812
"1271","word_freq_credit","word_freq_re",-0.0437081057538812
"1272","char_freq_dollarSign","word_freq_meeting",-0.043653366321536
"1273","word_freq_meeting","char_freq_dollarSign",-0.043653366321536
"1274","word_freq_labs","word_freq_order",-0.0436430296686919
"1275","word_freq_order","word_freq_labs",-0.0436430296686919
"1276","char_freq_exclamationMark","word_freq_order",0.0436388291571178
"1277","word_freq_order","char_freq_exclamationMark",0.0436388291571178
"1278","word_freq_meeting","word_freq_internet",-0.0436257038766024
"1279","word_freq_internet","word_freq_meeting",-0.0436257038766024
"1280","word_freq_415","word_freq_email",-0.0435119092356857
"1281","word_freq_email","word_freq_415",-0.0435119092356857
"1282","char_freq_dollarSign","word_freq_857",-0.0434842267920378
"1283","word_freq_857","char_freq_dollarSign",-0.0434842267920378
"1284","word_freq_hp","word_freq_address",-0.0434832927618714
"1285","word_freq_address","word_freq_hp",-0.0434832927618714
"1286","word_freq_data","word_freq_free",-0.0434679733582306
"1287","word_freq_free","word_freq_data",-0.0434679733582306
"1288","word_freq_edu","word_freq_re",0.0434535416797702
"1289","word_freq_re","word_freq_edu",0.0434535416797702
"1290","word_freq_labs","word_freq_internet",-0.0434048844894498
"1291","word_freq_internet","word_freq_labs",-0.0434048844894498
"1292","word_freq_re","word_freq_your",-0.0433102064036294
"1293","word_freq_your","word_freq_re",-0.0433102064036294
"1294","capital_run_length_total","word_freq_hp",-0.0432674300536602
"1295","word_freq_hp","capital_run_length_total",-0.0432674300536602
"1296","word_freq_meeting","word_freq_receive",-0.0431504227196095
"1297","word_freq_receive","word_freq_meeting",-0.0431504227196095
"1298","word_freq_addresses","word_freq_remove",0.042903670669305
"1299","word_freq_remove","word_freq_addresses",0.042903670669305
"1300","word_freq_pm","word_freq_650",0.0428673083842395
"1301","word_freq_650","word_freq_pm",0.0428673083842395
"1302","capital_run_length_total","char_freq_Hash",0.0425678505272763
"1303","char_freq_Hash","capital_run_length_total",0.0425678505272763
"1304","word_freq_telnet","word_freq_our",-0.0425354947604623
"1305","word_freq_our","word_freq_telnet",-0.0425354947604623
"1306","word_freq_pm","word_freq_receive",-0.0424815641162804
"1307","word_freq_receive","word_freq_pm",-0.0424815641162804
"1308","word_freq_857","word_freq_email",-0.0424813667940747
"1309","word_freq_email","word_freq_857",-0.0424813667940747
"1310","word_freq_labs","word_freq_george",0.0424430516724637
"1311","word_freq_george","word_freq_labs",0.0424430516724637
"1312","word_freq_857","word_freq_business",-0.0424020383235815
"1313","word_freq_business","word_freq_857",-0.0424020383235815
"1314","word_freq_1999","word_freq_people",-0.0423668711653275
"1315","word_freq_people","word_freq_1999",-0.0423668711653275
"1316","word_freq_re","word_freq_our",-0.0423360485073118
"1317","word_freq_our","word_freq_re",-0.0423360485073118
"1318","char_freq_exclamationMark","word_freq_lab",-0.0423295087492565
"1319","word_freq_lab","char_freq_exclamationMark",-0.0423295087492565
"1320","word_freq_re","word_freq_people",-0.0422783654827353
